Frame#,Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,time,total_squared_error,marker_error_RMS,marker_error_max
188,1.87000000,-209.27602,461.57783,-408.23658,-177.81651,349.38489,-436.63411,-286.19885,86.76942,-459.64656,-337.89014,50.65579,-512.43914,-176.14160,40.62962,-429.91528,-140.25519,57.14076,-473.85634,-201.64234,475.55016,-754.53514,-168.20348,365.69449,-730.20340,-300.31040,99.63724,-782.44573,-346.05585,63.08930,-750.85520,-184.06865,37.47810,-807.35623,-144.42657,55.88789,-755.13994,-202.85333,241.05326,-453.64859,-228.74189,350.66097,-379.73220,-270.71168,247.91235,-406.09123,-222.04591,405.84119,-790.25039,-255.54908,290.87708,-813.97294,-208.36874,774.14477,-385.66046,-174.79337,670.43345,-392.44502,-211.42219,628.81703,-354.37066,-305.98823,737.77405,-344.14675,-266.76649,629.70536,-351.10058,-214.38755,770.96514,-724.48554,-163.03398,645.86696,-741.27517,-320.11257,744.10873,-753.61818,-266.49429,612.93268,-765.04455,-215.87669,910.67290,-406.98716,-386.20522,982.02196,-482.93172,-201.82603,915.42147,-650.84230,-382.44824,983.64780,-598.89654,-262.45009,1419.10175,-487.20604,-220.40641,1378.27397,-334.85515,-190.08626,1412.38731,-632.66607,-143.46165,1357.57456,-460.11163,-136.71120,1357.31076,-500.73917,-240.55292,1254.72390,-267.13784,-355.24641,1074.22589,-326.40096,-329.93236,1086.69190,-247.36083,-208.71693,1079.06266,-258.26137,-112.82437,1086.98774,-291.74105,-108.25784,1052.19249,-277.69934,-207.54976,1279.70497,-724.03759,-320.59213,1107.96748,-704.09154,-301.90479,1123.85627,-782.38969,-197.25445,1105.95900,-759.11110,-87.26397,1096.17003,-696.10618,-85.91443,1066.70027,-709.81957,-313.67607,853.99131,-439.08598,-298.93026,853.09382,-627.88646,-294.61850,854.72125,-444.53503,-289.39799,856.97898,-605.67602,1.87000000,-9.80782366,0.00943563,-3.39308859,-0.23654167,0.92202351,-0.53025353,23.34624854,6.52526891,6.56487531,22.27547257,0.38878034,5.93303374,-17.97233852,-7.49999987,23.70625740,-9.70731606,-0.21583792,25.16743985,0.43925469,5.91220514,-2.84472665,-7.49999987,-10.04517306,6.56410277,-1.90616857,-5.06494528,-12.92510743,-3.93295550,122.67436699,104.05185448,-10.94705890,-5.86648228,-3.54950059,119.44037382,100.67169044,1.87000000,0.00558109,0.01139266,0.02382674
189,1.88000000,-206.37699,460.19745,-409.87205,-175.24439,348.26446,-436.93280,-286.15277,86.91999,-459.53725,-337.89260,50.66989,-512.50846,-176.12116,40.62687,-429.94480,-140.24320,57.17141,-473.84916,-199.95099,475.19938,-755.44514,-166.72923,365.16561,-731.02059,-300.13158,99.67065,-782.64499,-346.06945,63.23073,-750.98469,-183.98992,37.46684,-807.54882,-144.40716,55.88399,-755.21142,-201.14969,239.88883,-454.01847,-226.29161,350.16336,-380.30309,-268.89555,247.35723,-406.75500,-220.45849,405.38678,-791.12670,-254.34883,290.65379,-814.85415,-211.57102,772.78668,-385.85985,-176.21273,669.89513,-392.57648,-212.11508,627.48798,-354.83838,-308.89864,734.48760,-345.19668,-267.49750,627.17020,-352.00376,-216.87714,770.28760,-725.22572,-163.49472,646.21544,-742.07363,-322.00943,741.92782,-755.36750,-266.18886,611.64686,-766.39759,-219.58719,906.96471,-407.81846,-389.08331,979.98323,-483.36325,-205.37053,912.82711,-651.71904,-385.26667,982.30947,-599.52707,-259.92367,1415.88794,-486.81476,-218.05099,1374.48035,-334.52653,-187.32570,1408.50279,-632.12385,-141.46369,1353.18981,-459.37619,-135.71662,1350.89931,-502.33766,-238.97039,1251.07199,-266.90840,-354.08335,1070.92184,-326.31032,-328.82680,1083.25939,-247.08552,-207.54702,1075.53117,-257.83689,-111.71953,1083.15461,-290.71565,-107.08985,1048.71954,-277.19801,-204.99838,1276.42786,-723.48453,-320.26216,1105.52980,-705.53506,-300.06455,1121.52714,-783.42854,-195.69497,1103.09013,-759.76163,-86.06806,1092.68151,-696.25931,-84.79775,1063.21028,-709.98244,-317.74595,851.21442,-440.28212,-302.92878,851.19057,-629.07957,-298.68578,851.66146,-445.75435,-293.39024,854.88754,-606.92903,1.88000000,-10.36335814,0.37684675,-3.41144385,-0.23994038,0.91904140,-0.53104006,24.95132810,6.23191965,6.65984700,23.79750933,0.41534489,6.43107417,-18.35243728,-7.49999987,25.06917084,-9.36492236,-0.13761647,26.21314694,0.45750572,6.17348089,-3.00722957,-7.49999987,-10.21154231,6.26642306,-1.95960997,-4.36468844,-12.98052860,-3.98890430,122.68246688,103.97507321,-10.48071678,-6.14409497,-3.42947150,119.62801410,100.73118802,1.88000000,0.00563682,0.01144940,0.02388878
190,1.89000000,-203.70364,458.97269,-410.89931,-172.76422,347.07367,-436.89368,-286.14050,87.05982,-459.44663,-337.91402,50.61459,-512.61042,-176.11707,40.60580,-429.99424,-140.25311,57.20197,-473.81835,-198.25625,474.70293,-756.29717,-165.25992,364.43877,-731.80467,-300.03243,99.63567,-782.57487,-346.10895,63.32050,-751.13763,-183.94225,37.43631,-807.67476,-144.41456,55.88613,-755.23078,-199.66010,238.73372,-454.15637,-224.04159,349.57769,-380.83778,-267.54445,247.30991,-406.86359,-218.89400,404.86254,-792.01638,-253.38836,290.35306,-815.50502,-214.90850,771.21420,-386.16979,-177.60676,669.16999,-392.74094,-212.96501,626.00437,-355.30183,-311.89289,731.07324,-346.20636,-268.41415,624.46187,-353.00314,-219.57404,769.58710,-726.36960,-164.04407,646.40995,-742.82232,-324.10989,739.52324,-756.99396,-265.99777,610.19723,-767.74767,-223.41949,902.87116,-408.69653,-391.90143,977.82545,-483.96413,-209.16076,910.13863,-653.09335,-388.13481,980.69194,-600.20100,-257.43933,1412.27527,-486.33894,-215.67263,1370.26966,-334.28354,-184.63648,1404.37977,-631.50963,-139.45860,1348.33494,-458.85364,-134.27572,1344.88582,-502.87435,-237.23905,1247.01319,-266.66313,-352.98855,1067.33584,-326.04852,-327.42313,1079.47200,-246.65766,-206.34279,1071.65778,-257.34833,-110.55484,1079.16115,-289.96686,-105.91448,1044.85844,-276.70171,-202.47543,1272.74439,-723.12606,-318.66691,1102.50557,-707.21856,-298.15029,1118.87290,-784.70832,-194.02956,1099.73951,-760.39072,-84.79898,1088.87115,-696.66575,-83.58675,1059.35298,-710.19149,-321.90051,848.17413,-441.72026,-307.13028,849.14268,-630.51920,-303.01435,848.53343,-446.93934,-297.78085,852.51849,-608.45200,1.89000000,-10.73657512,0.68467614,-3.40111529,-0.24336592,0.91615885,-0.53192338,26.34956877,5.93530594,6.54875377,25.28224405,0.44125840,6.88264736,-18.62277043,-7.49999987,26.28105199,-9.08013213,-0.19070151,27.33727065,0.47712538,6.44054351,-3.21203456,-7.49999987,-10.62297522,6.04735081,-2.03655908,-3.58561194,-13.04409498,-3.97021475,122.73440532,103.91578729,-9.84664232,-6.50109447,-3.31656259,119.69603839,100.75263099,1.89000000,0.00576433,0.01157818,0.02416997
191,1.90000000,-201.15317,457.98044,-411.11573,-170.27180,345.71272,-436.80538,-286.15693,87.11492,-459.44363,-337.90399,50.65729,-512.51697,-176.11585,40.54203,-430.08861,-140.27441,57.19558,-473.76918,-196.55082,474.08433,-757.14674,-163.82109,363.54187,-732.50110,-299.91708,99.59841,-782.63030,-346.14148,63.29814,-751.21084,-183.93780,37.39163,-807.69552,-144.42536,55.87315,-755.19806,-198.34919,237.72858,-454.05749,-221.89812,348.91602,-381.29188,-266.36791,247.28515,-406.92656,-217.23573,404.31571,-792.87266,-252.45802,289.73729,-815.85531,-218.44518,769.56381,-386.62542,-179.08335,668.39243,-392.85182,-213.84981,624.40702,-355.79698,-314.99302,727.51880,-347.43493,-269.35111,621.70289,-353.92187,-222.44507,768.63416,-727.53249,-164.64971,646.31778,-743.36418,-326.39059,736.81328,-758.50075,-265.93008,608.48484,-769.06383,-227.36777,898.54936,-409.37943,-394.78309,975.48288,-484.76551,-212.06943,907.14899,-654.03184,-391.08837,978.78316,-600.82971,-254.96294,1408.19337,-485.58633,-213.28727,1365.58871,-334.11289,-182.08905,1399.91837,-630.95690,-137.76149,1342.50596,-459.37844,-132.25462,1339.55927,-502.20079,-235.33267,1242.51519,-266.48054,-351.90454,1063.36509,-325.72179,-325.79889,1075.31582,-246.08503,-205.17683,1067.40934,-256.97301,-109.29326,1075.04625,-289.58452,-104.77235,1040.56423,-276.20594,-200.00120,1268.78735,-723.03526,-315.93724,1099.05976,-708.86185,-296.16850,1115.78831,-786.09632,-192.27389,1096.03893,-761.17899,-83.39203,1084.68988,-697.11177,-82.20215,1055.15051,-710.48903,-326.08318,844.89115,-443.08524,-310.82736,846.83165,-631.83660,-307.05772,845.36686,-447.79731,-301.90914,849.96713,-609.53709,1.90000000,-11.36882635,1.06714377,-3.48759607,-0.24677881,0.91269132,-0.53264512,28.08921277,5.61046706,6.53081447,26.88988767,0.46931708,7.60818298,-18.47084938,-7.49999987,27.71848849,-8.77003874,-0.26420360,28.40987441,0.49584585,6.83641933,-3.30925817,-7.49999987,-10.70087009,5.76174965,-1.99062646,-2.87662458,-13.16475708,-3.86812439,122.76572892,103.82335060,-9.23137715,-6.83013547,-3.25112592,119.73601016,100.76443471,1.90000000,0.00583500,0.01164893,0.02436465
192,1.91000000,-198.58252,456.89330,-411.22339,-167.76552,344.23617,-436.83251,-286.11503,86.97433,-459.68290,-337.87352,50.67895,-512.36745,-176.10466,40.46506,-430.15907,-140.28851,57.14449,-473.70775,-194.78448,473.31100,-757.93469,-162.25655,362.57702,-733.02972,-299.68233,99.75856,-783.69509,-346.15052,63.19638,-751.25883,-183.95169,37.36092,-807.68761,-144.43645,55.83728,-755.13340,-196.98317,236.69472,-453.95664,-219.77384,348.18990,-381.61766,-265.40705,247.36102,-406.85974,-215.43835,403.71081,-793.64795,-251.33620,288.96588,-816.16156,-222.25903,767.83249,-387.14087,-180.79096,667.61701,-392.81839,-214.86156,622.85213,-356.17834,-318.31178,723.73894,-348.84999,-270.29188,618.90780,-354.70390,-225.44947,767.36365,-728.56639,-165.43856,646.08180,-743.95882,-328.63509,733.87965,-760.16908,-265.84571,606.52063,-770.39984,-231.33496,893.89583,-410.16018,-397.79292,972.80120,-485.68241,-214.08003,903.42702,-653.83336,-394.09536,976.60057,-601.47412,-252.42717,1403.60863,-484.81749,-210.82580,1360.47766,-333.88136,-179.66685,1394.92896,-630.48982,-136.27358,1335.87795,-460.59297,-130.19600,1333.92350,-501.58134,-233.32124,1237.56983,-266.41069,-350.78384,1058.90125,-325.44073,-324.36719,1070.72994,-245.62794,-203.98800,1062.75081,-256.63334,-108.02058,1070.44804,-289.13983,-103.61448,1035.81432,-275.72641,-197.60569,1264.50902,-722.96347,-313.73964,1095.41389,-710.35682,-294.15417,1112.18482,-787.26348,-190.42558,1092.11993,-762.13671,-81.87726,1080.10340,-697.52404,-80.70854,1050.65900,-711.08734,-330.38562,841.28933,-444.20318,-314.03914,844.01943,-632.85298,-310.65578,841.97159,-448.59613,-305.50880,847.25771,-609.77951,1.91000000,-11.73656105,1.40531301,-3.75596321,-0.25004054,0.90928017,-0.53295418,29.52758781,5.42149336,6.58685464,28.45981033,0.49671739,8.16247584,-18.51059283,-7.49999987,28.82828213,-8.66872802,-0.63925729,29.51139321,0.51507098,7.26218845,-3.37701455,-7.49999987,-11.12326087,5.46368657,-1.76652150,-2.12370777,-13.23387660,-3.83128961,122.79525237,103.76947981,-8.53551497,-7.15816049,-3.21797568,119.76356890,100.77551153,1.91000000,0.00585760,0.01167148,0.02451294
193,1.92000000,-195.89973,455.59463,-411.62845,-165.38236,342.83578,-436.84636,-285.95111,86.58264,-460.29337,-337.86233,50.50006,-512.45326,-176.08644,40.41069,-430.16454,-140.28274,57.09081,-473.66256,-192.94063,472.40537,-758.62949,-160.55143,361.56496,-733.32939,-299.39734,100.07169,-785.40528,-346.15613,63.06207,-751.30611,-183.96114,37.37132,-807.69394,-144.45288,55.80310,-755.07669,-195.54114,235.58013,-453.97632,-217.69744,347.39792,-381.80793,-264.64426,247.55383,-406.57662,-213.55811,402.88355,-794.20732,-249.99502,288.22611,-816.52281,-226.38575,765.92925,-387.56136,-182.68150,666.75091,-392.69652,-216.05897,621.28234,-356.32591,-321.85108,719.69494,-350.30167,-271.36167,616.07604,-355.40785,-228.57603,765.92908,-729.74818,-166.33899,645.75576,-744.73597,-330.87979,730.73804,-762.05140,-265.71542,604.43451,-771.85353,-235.19350,888.62245,-411.76217,-400.91225,969.71031,-486.65357,-217.32798,899.20206,-653.94995,-397.11764,974.17115,-602.18451,-249.83032,1398.63893,-484.32577,-208.31058,1354.99546,-333.50384,-177.30487,1389.43746,-629.70291,-134.54987,1329.13351,-461.20959,-128.30088,1327.63048,-501.34730,-231.26147,1232.16659,-266.31739,-349.63151,1054.02839,-325.18439,-323.30397,1065.65122,-245.49761,-202.72251,1057.65179,-256.14983,-106.78712,1065.28783,-288.52087,-102.38953,1030.65020,-275.26050,-195.33357,1259.76579,-722.76558,-312.45565,1091.24204,-711.92502,-292.15764,1108.15675,-788.41991,-188.54062,1087.89560,-763.04301,-80.40303,1075.18681,-697.96230,-79.22772,1045.86245,-711.80377,-334.88647,837.25586,-445.61121,-318.10145,840.83596,-634.20760,-314.71768,838.03963,-450.28908,-309.45497,844.22528,-610.51687,1.92000000,-12.45574260,1.80318967,-3.83706363,-0.25373795,0.90497127,-0.53373989,31.46633563,5.10596791,6.47940273,30.19000944,0.52691507,9.00305691,-18.36057558,-7.49999987,30.44754363,-8.38308184,-0.49595113,30.75292342,0.53673977,7.88081646,-3.21890510,-7.49999987,-11.14832667,5.15489827,-1.66830497,-1.48279361,-13.26002974,-3.92074529,122.86754451,103.67694629,-7.91895691,-7.48304433,-3.11722990,119.83849439,100.80197437,1.92000000,0.00588859,0.01170231,0.02442112
194,1.93000000,-193.24823,454.33920,-411.99254,-163.16956,341.57660,-436.72511,-285.79727,86.28369,-460.91521,-337.86898,50.26337,-512.67980,-176.07765,40.39677,-430.14135,-140.27725,57.06930,-473.67385,-191.05710,471.48795,-759.31835,-158.86434,360.44447,-733.56951,-299.22776,100.19114,-786.26875,-346.16874,62.90995,-751.29409,-183.98180,37.40608,-807.67334,-144.47734,55.79255,-755.05504,-194.22282,234.53122,-453.93960,-215.76986,346.62740,-381.89804,-263.59463,247.69921,-406.37301,-211.65177,401.78993,-794.57656,-248.53505,287.40850,-816.83437,-230.73401,763.89805,-387.83355,-184.61032,665.66651,-392.57666,-217.34637,619.60061,-356.29451,-325.54586,715.47358,-351.73035,-272.60659,613.14584,-356.12876,-231.79059,764.38062,-731.25261,-167.26519,645.31085,-745.63568,-333.34173,727.24985,-763.85930,-265.67863,602.26904,-773.42535,-239.01596,882.80516,-414.10067,-404.05685,966.24270,-487.60756,-222.55836,895.01920,-655.69867,-400.15071,971.46422,-602.96946,-247.18639,1393.35302,-483.93414,-205.78972,1349.10659,-333.06219,-174.90148,1383.65287,-628.57072,-132.50180,1322.44754,-460.91477,-126.38682,1320.99848,-501.06112,-229.14106,1226.27363,-266.14378,-348.38932,1048.83602,-324.76735,-322.30370,1060.09350,-245.49188,-201.39967,1052.11444,-255.68288,-105.52853,1059.72721,-287.98034,-101.09129,1025.10773,-274.90161,-193.17719,1254.56258,-722.54623,-311.02061,1086.21670,-713.53728,-290.18851,1103.76823,-789.78809,-186.69184,1083.20617,-763.82193,-79.02565,1070.00236,-698.33809,-77.75401,1040.69798,-712.30715,-339.45708,832.81330,-447.66504,-323.42055,837.56243,-636.29862,-319.67845,833.52546,-452.96110,-314.26801,840.75958,-612.73921,1.93000000,-13.20918040,2.13557098,-3.54599026,-0.25782041,0.90036974,-0.53546776,33.49233158,4.58228078,5.88934832,31.98778498,0.55829217,9.89372985,-18.12466406,-7.49999987,32.30403478,-7.91135863,-0.08034117,32.12528132,0.56069193,8.45662917,-3.31857813,-7.49999987,-11.16799214,5.04478816,-1.90288864,-0.75009734,-13.36777600,-4.01459888,123.01326258,103.58101114,-7.17510343,-7.78799462,-2.94407977,119.90948962,100.83125232,1.93000000,0.00602142,0.01183356,0.02451860
195,1.94000000,-190.84526,453.28680,-412.03726,-161.04323,340.38794,-436.53675,-285.80975,86.54281,-461.02294,-337.88110,50.26778,-512.72236,-176.09295,40.41234,-430.12526,-140.28942,57.07033,-473.76094,-189.15158,470.56910,-759.99268,-157.29280,359.21336,-733.87076,-299.19182,100.00857,-786.01928,-346.17540,62.73149,-751.23844,-184.05164,37.41606,-807.57500,-144.52321,55.81120,-755.06338,-193.11670,233.62333,-453.78126,-214.03169,346.05834,-381.92460,-261.99143,247.69316,-406.54991,-209.68749,400.64549,-795.09182,-247.09054,286.42448,-817.03837,-235.16042,761.78471,-388.04274,-186.61147,664.36267,-392.41453,-218.71860,617.78210,-356.35158,-329.34275,711.13218,-353.21384,-273.98951,610.04499,-356.86108,-235.06314,762.58720,-732.80949,-168.30182,644.75599,-746.62324,-335.91203,723.49273,-765.53597,-265.78960,599.96864,-775.02101,-243.03223,876.92226,-416.14388,-407.14560,962.50270,-488.48981,-227.71340,890.78943,-657.93485,-403.18157,968.44052,-603.90708,-244.49761,1387.67181,-483.40425,-203.20935,1342.74563,-332.72802,-172.38960,1377.65490,-627.68264,-130.39763,1315.48037,-460.51390,-124.41379,1314.06648,-500.75345,-226.95538,1219.94597,-266.02574,-347.15453,1043.16915,-324.13884,-321.04205,1054.16058,-245.22976,-200.06632,1046.14965,-255.38784,-104.20094,1053.80883,-287.61230,-99.78847,1019.17260,-274.66733,-191.09103,1248.97604,-722.52636,-309.16827,1080.70378,-714.91989,-288.19072,1098.95484,-791.19968,-184.87611,1078.06101,-764.63359,-77.62708,1064.45770,-698.68370,-76.21305,1035.10281,-712.66768,-343.98130,828.18975,-449.79241,-328.64391,834.12019,-638.45531,-324.71007,828.73920,-455.39482,-319.21961,836.96337,-615.25219,1.94000000,-13.78201423,2.41680766,-3.31940935,-0.26188823,0.89590900,-0.53715816,35.30990573,4.08774744,5.33084843,33.76087933,0.58923850,10.65315263,-17.87980538,-7.49999987,33.96370098,-7.51288866,0.07489175,33.52972888,0.58520417,8.89634624,-3.62813999,-7.49999987,-11.44687604,4.98500065,-2.07281653,0.09620603,-13.54153504,-4.00672364,123.12803254,103.50912790,-6.35376917,-8.03546502,-2.79676725,119.90644805,100.84656755,1.94000000,0.00620659,0.01201413,0.02469277
196,1.95000000,-188.69003,452.33894,-411.94715,-158.98399,339.24001,-436.34737,-285.89593,87.15503,-460.81549,-337.89470,50.47063,-512.60505,-176.11871,40.41647,-430.13161,-140.30267,57.07667,-473.87853,-187.22125,469.52865,-760.55705,-155.77513,357.95672,-734.22186,-299.19099,99.75037,-785.71220,-346.19170,62.50688,-751.22003,-184.16172,37.38568,-807.44198,-144.59305,55.84532,-755.08434,-192.09192,232.82203,-453.68528,-212.37749,345.68824,-381.94567,-260.44293,247.25104,-407.20995,-207.69502,399.56253,-795.78429,-245.76271,285.44912,-817.29857,-239.61627,759.46917,-388.27163,-188.93657,663.01546,-392.13686,-220.30356,615.80504,-356.66272,-333.17686,706.65302,-354.87458,-275.50547,606.88663,-357.53352,-238.39000,760.50422,-734.13022,-169.46713,644.08721,-747.72291,-338.35340,719.66679,-767.31904,-265.91306,597.52467,-776.59898,-247.28624,871.15629,-417.51350,-410.21512,958.62631,-489.40150,-231.61679,886.13371,-659.37565,-406.19948,965.14596,-605.05250,-241.81315,1381.57888,-482.79805,-200.56448,1335.93077,-332.55517,-169.87533,1371.17950,-627.25480,-128.35887,1308.06229,-460.35765,-122.45509,1306.71792,-500.64637,-224.75982,1213.29552,-265.98275,-346.26720,1036.84801,-323.51963,-319.54914,1047.94781,-244.61929,-198.74741,1039.77798,-255.05651,-102.86283,1047.48713,-287.31491,-98.52459,1012.81718,-274.42777,-189.07784,1242.97494,-722.68035,-307.43254,1075.10373,-716.07092,-286.16372,1093.67295,-792.51290,-183.08654,1072.54186,-765.58019,-76.13027,1058.43531,-699.21990,-74.62695,1029.07582,-713.20264,-348.54949,823.55100,-451.53005,-333.05008,830.31981,-640.15251,-329.30358,823.94155,-457.02318,-323.75114,832.95546,-616.94018,1.95000000,-14.48177502,2.80504753,-3.31036391,-0.26583263,0.89101212,-0.53852850,37.33216365,3.57814556,4.99785056,35.70953053,0.62324888,12.71495557,-15.86889288,-7.49999987,35.66563261,-7.13157048,0.04615225,34.88873862,0.60892336,9.38477047,-3.94933906,-7.49999987,-11.54875269,4.76643441,-2.07775015,0.87918254,-13.74360120,-3.93181158,123.18918020,103.19034807,-5.61350644,-8.23228149,-2.72853904,119.88549755,100.86110389,1.95000000,0.00632731,0.01213040,0.02483539
197,1.96000000,-186.64729,451.36914,-411.93226,-156.99685,338.12514,-436.11657,-285.91851,87.52622,-460.87385,-337.87319,50.57475,-512.59538,-176.13139,40.40652,-430.16036,-140.29873,57.08812,-473.95724,-185.30188,468.32529,-761.05238,-154.18052,356.69267,-734.67601,-299.19173,99.52962,-785.77804,-346.24940,62.23638,-751.25286,-184.25810,37.33900,-807.38069,-144.66484,55.86896,-755.10910,-191.02318,232.07516,-453.67419,-210.65432,345.23694,-382.11045,-259.68133,246.66684,-407.77811,-205.82381,398.39799,-796.25717,-244.57511,284.57588,-817.70377,-244.12968,756.89549,-388.53312,-191.70388,661.78734,-391.81310,-222.09571,613.75375,-357.03343,-336.99264,702.07347,-356.58089,-277.08337,603.73763,-358.26989,-241.73707,758.26909,-735.43783,-170.64442,643.31670,-748.94780,-340.77117,715.68907,-769.25829,-265.97806,594.91154,-778.08770,-251.59081,865.25337,-418.81081,-413.34578,954.64921,-490.53069,-235.21424,881.07972,-660.44069,-409.24067,961.64392,-606.32280,-239.17084,1375.15532,-482.23045,-197.94888,1328.72923,-332.45863,-167.44038,1363.94041,-626.92137,-126.35964,1300.28089,-460.15195,-120.46885,1298.99848,-500.57820,-222.60594,1206.30866,-265.95174,-345.51329,1030.22105,-322.86919,-318.01199,1041.44122,-243.87542,-197.39905,1033.06157,-254.55771,-101.55752,1040.76549,-287.07265,-97.20824,1006.04999,-274.17230,-187.12172,1236.53218,-722.77064,-305.94362,1069.23012,-717.20881,-284.20838,1087.95359,-793.76991,-181.35892,1066.66239,-766.58853,-74.62020,1051.98861,-699.85898,-73.09412,1022.74471,-714.04853,-353.23279,818.81892,-453.17355,-337.27866,826.21626,-641.73278,-333.82001,819.09432,-458.49197,-328.15540,828.74689,-618.28354,1.96000000,-15.12634872,3.11348345,-3.40076086,-0.26983479,0.88601806,-0.53961283,39.22058472,3.31589895,4.91943363,37.44414880,0.65352368,13.18081358,-15.94611766,-7.49999987,37.30959291,-6.93860931,-0.10717152,36.28179463,0.63323677,9.96851968,-4.21736180,-7.49999987,-11.77269900,4.60629668,-1.91914143,1.68827324,-13.99127416,-3.81795333,123.25207119,103.12565630,-4.84897536,-8.45747161,-2.70807974,119.91147825,100.87174334,1.96000000,0.00646825,0.01226476,0.02494005
198,1.97000000,-184.64568,450.32119,-411.96833,-155.02495,337.00911,-435.78417,-285.92829,87.59874,-461.15298,-337.79878,50.55986,-512.70669,-176.13658,40.42375,-430.18400,-140.28447,57.09565,-473.99940,-183.45283,467.07553,-761.61834,-152.46746,355.32917,-735.24109,-299.20354,99.26225,-785.83833,-346.33749,61.95178,-751.29340,-184.32214,37.28598,-807.40520,-144.73204,55.86768,-755.13379,-189.90351,231.30405,-453.57473,-208.91476,344.54877,-382.43541,-259.33600,246.65804,-407.65772,-204.11277,397.10690,-796.45697,-243.47760,283.61469,-818.01378,-248.71204,754.18205,-388.80077,-194.54374,660.67844,-391.60607,-223.94133,611.83154,-357.14649,-340.77656,697.44704,-358.03677,-278.59073,600.44116,-359.26575,-245.10863,755.96168,-737.09934,-171.81307,642.49071,-750.16492,-343.32814,711.41421,-771.18610,-266.09577,592.05911,-779.32248,-255.83773,859.08159,-420.32761,-416.53622,950.49220,-491.90659,-239.13425,875.81677,-661.74857,-412.31743,957.93890,-607.57378,-236.51493,1368.40178,-481.76295,-195.36794,1321.19404,-332.36754,-164.97245,1356.12387,-626.48120,-124.41901,1292.20310,-459.86606,-118.38416,1290.97443,-500.26866,-220.47157,1198.93081,-265.97191,-344.09800,1023.89122,-321.92112,-316.48051,1034.56062,-243.21721,-195.97777,1026.03651,-254.07628,-100.22833,1033.65212,-286.94186,-95.77598,998.91191,-273.99731,-185.13407,1229.70592,-722.80014,-304.54497,1062.85722,-718.51983,-282.36559,1081.84978,-795.03070,-179.67472,1060.38004,-767.50854,-73.16290,1045.26828,-700.41845,-71.63464,1016.22227,-715.04477,-357.95486,813.88572,-454.97761,-341.72061,821.91744,-643.48693,-338.48029,814.02612,-460.20696,-332.65681,824.30597,-619.87105,1.97000000,-15.80643652,3.41301248,-3.43317433,-0.27389782,0.88072198,-0.54089923,41.17798904,3.00406380,4.72150656,39.20974495,0.68433915,13.81231862,-15.82336422,-7.49999987,39.03027938,-6.73875861,-0.22908790,37.71985313,0.65833563,10.56652156,-4.44234589,-7.49999987,-11.95855157,4.44432784,-1.89723226,2.52554181,-14.25726113,-3.68619923,123.27207315,103.06499504,-4.11297904,-8.65236592,-2.68496125,119.94016170,100.89954123,1.97000000,0.00663324,0.01242021,0.02505226
